"code","region","name","type_1_departments_major_a_e_4","type_2_departments_single_specialty_5","type_3_departments_other_a_e_minor_injury_unit_6","total_attendances","type_1_departments_major_a_e_8","type_2_departments_single_specialty_9","type_3_departments_other_a_e_minor_injury_unit_10","total_attendances_4_hours","type_1_departments_major_a_e_12","type_2_departments_single_specialty_13","type_3_departments_other_a_e_minor_injury_unit_14","total_attendances_4_hours_2","percentage_in_4_hours_or_less_all","percentage_in_4_hours_or_less_type_1","percentage_in_4_hours_or_less_type_2","percentage_in_4_hours_or_less_type_3","emergency_admissions_via_type_1_a_e","emergency_admissions_via_type_2_a_e","emergency_admissions_via_type_3_and_4_a_e","total_emergency_admissions_via_a_e","other_emergency_admissions_i_e_not_via_a_e","total_emergency_admissions","number_of_patients_spending_4_hours_from_decision_to_admit_to_admission","number_of_patients_spending_12_hours_from_decision_to_admit_to_admission","x28","month"
"AAH","NHS England South West","Tetbury Hospital Trust Ltd",0,0,168,168,0,0,167,167,0,0,1,1,0.994047619047619,NA,NA,0.994047619047619,0,0,0,0,0,0,0,0,"Gloucestershire STP",2019-12-01
"RDZ","NHS England South West","The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust",6738,1180,987,8905,4525,1177,987,6689,2213,3,0,2216,0.75115103874228,0.671564262392401,0.997457627118644,1,2636,10,0,2646,913,3559,245,0,"Dorset STP",2019-12-01
"RA9","NHS England South West","Torbay And South Devon NHS Foundation Trust",6251,0,2966,9217,4213,0,2966,7179,2038,0,0,2038,0.778886839535641,0.673972164453687,NA,1,2618,0,0,2618,717,3335,125,3,"Devon STP",2019-12-01
"RA7","NHS England South West","University Hospitals Bristol NHS Foundation Trust",10923,1935,0,12858,7880,1907,0,9787,3043,28,0,3071,0.761160367086639,0.721413531081205,0.985529715762274,NA,3624,11,0,3635,789,4424,893,0,"Bristol, North Somerset and South Gloucestershire STP",2019-12-01
"RK9","NHS England South West","University Hospitals Plymouth NHS Trust",8186,192,2840,11218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3101,1944,0,5045,0,5045,548,41,"Devon STP",2019-12-01
"RA3","NHS England South West","Weston Area Health NHS Trust",4220,0,0,4220,2963,0,0,2963,1257,0,0,1257,0.702132701421801,0.702132701421801,NA,NA,1204,0,0,1204,127,1331,559,124,"Bristol, North Somerset and South Gloucestershire STP",2019-12-01
"AXG","NHS England South West","Wiltshire Health & Care",0,0,2518,2518,0,0,2495,2495,0,0,23,23,0.990865766481334,NA,NA,0.990865766481334,0,0,0,0,0,0,0,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-12-01
"NLX24","NHS England South West","Yate West Gate Centre",0,0,1945,1945,0,0,1945,1945,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Bristol, North Somerset and South Gloucestershire STP",2019-12-01
"RA4","NHS England South West","Yeovil District Hospital NHS Foundation Trust",5255,0,0,5255,4878,0,0,4878,377,0,0,377,0.92825880114177,0.92825880114177,NA,NA,1785,0,0,1785,488,2273,6,0,"Somerset STP",2019-12-01
"RDD","NHS England East Of England","Basildon And Thurrock University Hospitals NHS Foundation Trust",11860,0,0,11860,10168,0,0,10168,1692,0,0,1692,0.857335581787521,0.857335581787521,NA,NA,3295,0,0,3295,257,3552,527,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-11-01
"RC1","NHS England East Of England","Bedford Hospital NHS Trust",6314,0,1185,7499,5324,0,1185,6509,990,0,0,990,0.86798239765302,0.843205574912892,NA,1,2197,0,0,2197,320,2517,85,0,"Hertfordshire and West Essex STP",2019-11-01
"RGT","NHS England East Of England","Cambridge University Hospitals NHS Foundation Trust",10284,0,4322,14606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3264,0,27,3291,1052,4343,345,1,"Cambridgeshire and Peterborough STP",2019-11-01
"NQ108","NHS England East Of England","Clacton Hospital",0,0,2542,2542,0,0,2538,2538,0,0,4,4,0.998426435877262,NA,NA,0.998426435877262,0,0,0,0,0,0,4,0,"Cambridgeshire and Peterborough STP",2019-11-01
"RWH","NHS England East Of England","East And North Hertfordshire NHS Trust",9971,0,4585,14556,7292,0,4576,11868,2679,0,9,2688,0.815333882934872,0.731320830408184,NA,0.99803707742639,3528,0,0,3528,864,4392,323,1,"Norfolk and Waveney Health & Care Partnership (STP)",2019-11-01
"RDE","NHS England East Of England","East Suffolk And North Essex NHS Foundation Trust",14103,0,5423,19526,11378,0,5210,16588,2725,0,213,2938,0.849533954727031,0.806778699567468,NA,0.960722847132583,4705,0,158,4863,2152,7015,285,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-11-01
"NQ106","NHS England East Of England","Fryatt Hospital",0,0,550,550,0,0,550,550,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Hertfordshire and West Essex STP",2019-11-01
"RY4","NHS England East Of England","Hertfordshire Community NHS Trust",0,0,919,919,0,0,919,919,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Suffolk and North East Essex STP",2019-11-01
"DT301","NHS England East Of England","Herts Urgent Care (Ascots Lane)",0,0,1812,1812,0,0,1811,1811,0,0,1,1,0.999448123620309,NA,NA,0.999448123620309,0,0,0,0,0,0,0,0,"Bedfordshire, Luton and Milton Keynes STP",2019-11-01
"RGP","NHS England East Of England","James Paget University Hospitals NHS Foundation Trust",6361,0,265,6626,4984,0,253,5237,1377,0,12,1389,0.79037126471476,0.783524603049835,NA,0.954716981132075,1452,0,0,1452,465,1917,196,1,"Suffolk and North East Essex STP",2019-11-01
"RC9","NHS England East Of England","Luton And Dunstable University Hospital NHS Foundation Trust",9022,0,4985,14007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370,0,0,3370,1115,4485,48,0,"Bedfordshire, Luton and Milton Keynes STP",2019-11-01
"RQ8","NHS England East Of England","Mid Essex Hospital Services NHS Trust",8621,0,599,9220,6385,0,575,6960,2236,0,24,2260,0.754880694143167,0.740633337199861,NA,0.959933222036728,2430,0,0,2430,756,3186,335,8,"Mid and South Essex STP",2019-11-01
"RD8","NHS England East Of England","Milton Keynes University Hospital NHS Foundation Trust",7866,0,5200,13066,5898,0,5171,11069,1968,0,29,1997,0.847160569416807,0.749809305873379,NA,0.994423076923077,1714,0,0,1714,708,2422,329,0,"Mid and South Essex STP",2019-11-01
"RM1","NHS England East Of England","Norfolk And Norwich University Hospitals NHS Foundation Trust",11092,0,1010,12102,6137,0,1010,7147,4955,0,0,4955,0.590563543215997,0.553281644428417,NA,1,3041,0,0,3041,2002,5043,1451,6,"Hertfordshire and West Essex STP",2019-11-01
"RGN","NHS England East Of England","North West Anglia NHS Foundation Trust",13390,0,808,14198,9491,0,808,10299,3899,0,0,3899,0.725383856881251,0.708812546676624,NA,1,3719,0,5,3724,1984,5708,603,0,"Hertfordshire and West Essex STP",2019-11-01
"NMH01","NHS England East Of England","Norwich Practices Ltd",0,0,5197,5197,0,0,5197,5197,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Hertfordshire and West Essex STP",2019-11-01
"Y02428","NHS England East Of England","Putnoe Medical Centre Walk In Centre",0,0,2059,2059,0,0,2059,2059,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Bedfordshire, Luton and Milton Keynes STP",2019-11-01
"RAJ","NHS England East Of England","Southend University Hospital NHS Foundation Trust",6898,0,2089,8987,4695,0,1982,6677,2203,0,107,2310,0.74296205630355,0.680632067265874,NA,0.948779320248923,2505,0,362,2867,1171,4038,185,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-11-01
"RQW","NHS England East Of England","The Princess Alexandra Hospital NHS Trust",9622,0,0,9622,6951,0,0,6951,2671,0,0,2671,0.722406983995011,0.722406983995011,NA,NA,2623,0,0,2623,592,3215,624,1,"Bedfordshire, Luton and Milton Keynes STP",2019-11-01
"RCX","NHS England East Of England","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5929,0,0,5929,4520,0,0,4520,1409,0,0,1409,0.762354528588295,0.762354528588295,NA,NA,2474,0,0,2474,688,3162,460,1,"Suffolk and North East Essex STP",2019-11-01
"RWG","NHS England East Of England","West Hertfordshire Hospitals NHS Trust",9360,0,4595,13955,6890,0,4582,11472,2470,0,13,2483,0.822070942314583,0.736111111111111,NA,0.997170837867247,3610,0,0,3610,643,4253,537,0,"Mid and South Essex STP",2019-11-01
"RGR","NHS England East Of England","West Suffolk NHS Foundation Trust",6436,0,321,6757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2062,0,0,2062,701,2763,64,0,"Suffolk and North East Essex STP",2019-11-01
"RF4","NHS England London","Barking, Havering And Redbridge University Hospitals NHS Trust",15442,799,11278,27519,7631,783,11087,19501,7811,16,191,8018,0.708637668519932,0.494171739411993,0.979974968710889,0.983064373115801,4547,0,0,4547,438,4985,96,8,"North West London Health & Care Partnership (STP)",2019-11-01
"R1H","NHS England London","Barts Health NHS Trust",27421,837,15975,44233,19791,831,15615,36237,7630,6,360,7996,0.819229986661542,0.721746106998286,0.992831541218638,0.977464788732394,8678,0,0,8678,1719,10397,501,7,"South West London Health & Care Partnership (STP)",2019-11-01
"AD913","NHS England London","Beckenham Beacon Ucc",0,0,4518,4518,0,0,4497,4497,0,0,21,21,0.99535192563081,NA,NA,0.99535192563081,0,0,0,0,0,0,0,0,"North London Partners In Health & Care (STP)",2019-11-01
"E84069","NHS England London","Belmont Health Centre",0,0,47,47,0,0,47,47,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"East London Health & Care Partnership (STP)",2019-11-01
"RYX","NHS England London","Central London Community Healthcare NHS Trust",0,0,17724,17724,0,0,17347,17347,0,0,377,377,0.978729406454525,NA,NA,0.978729406454525,0,0,0,0,0,0,0,0,"Our Healthier South East London STP",2019-11-01
"RQM","NHS England London","Chelsea And Westminster Hospital NHS Foundation Trust",19948,0,9652,29600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,0,0,2963,762,3725,150,4,"East London Health & Care Partnership (STP)",2019-11-01
"RJ6","NHS England London","Croydon Health Services NHS Trust",7608,0,13015,20623,4124,0,12880,17004,3484,0,135,3619,0.824516316733744,0.542060988433228,NA,0.989627353054168,1880,0,0,1880,164,2044,855,14,"North London Partners In Health & Care (STP)",2019-11-01
"RVR","NHS England London","Epsom And St Helier University Hospitals NHS Trust",13068,475,1153,14696,10686,474,1153,12313,2382,1,0,2383,0.837847033206315,0.817722681359045,0.997894736842105,1,3263,7,0,3270,207,3477,550,2,"North West London Health & Care Partnership (STP)",2019-11-01
"RJ1","NHS England London","Guy's And St Thomas' NHS Foundation Trust",14244,751,3908,18903,11239,751,3901,15891,3005,0,7,3012,0.840660212664656,0.78903397921932,1,0.998208802456499,3925,0,0,3925,783,4708,170,0,"Our Healthier South East London STP",2019-11-01
"Y03082","NHS England London","Harold Wood Wic",0,0,3237,3237,0,0,3023,3023,0,0,214,214,0.933889403768922,NA,NA,0.933889403768922,0,0,0,0,0,0,0,0,"Our Healthier South East London STP",2019-11-01
"RQX","NHS England London","Homerton University Hospital NHS Foundation Trust",10773,0,0,10773,10015,0,0,10015,758,0,0,758,0.929638912095052,0.929638912095052,NA,NA,1760,0,0,1760,188,1948,105,0,"East London Health & Care Partnership (STP)",2019-11-01
"RY9","NHS England London","Hounslow And Richmond Community Healthcare NHS Trust",0,0,4221,4221,0,0,4220,4220,0,0,1,1,0.999763089315328,NA,NA,0.999763089315328,0,0,0,0,0,0,0,0,"South West London Health & Care Partnership (STP)",2019-11-01
"RYJ","NHS England London","Imperial College Healthcare NHS Trust",10664,4014,10013,24691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3422,8,0,3430,1253,4683,704,6,"North West London Health & Care Partnership (STP)",2019-11-01
"RJZ","NHS England London","King's College Hospital NHS Foundation Trust",14991,0,9742,24733,8358,0,8783,17141,6633,0,959,7592,0.693041685197914,0.557534520712427,NA,0.90156025456785,4514,0,0,4514,429,4943,1330,28,"North London Partners In Health & Care (STP)",2019-11-01
"Y02973","NHS England London","Kings Park Surgery",0,0,866,866,0,0,866,866,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"East London Health & Care Partnership (STP)",2019-11-01
"RAX","NHS England London","Kingston Hospital NHS Foundation Trust",7645,1177,3074,11896,5822,1177,3046,10045,1823,0,28,1851,0.844401479488904,0.761543492478744,1,0.99089134677944,2942,0,56,2998,691,3689,527,0,"East London Health & Care Partnership (STP)",2019-11-01
"RJ2","NHS England London","Lewisham And Greenwich NHS Trust",14347,0,11901,26248,9856,0,11382,21238,4491,0,519,5010,0.809128314538251,0.686972886317697,NA,0.956390219309302,4592,0,0,4592,793,5385,1116,46,"North West London Health & Care Partnership (STP)",2019-11-01
"R1K","NHS England London","London North West University Healthcare NHS Trust",12443,0,17451,29894,7690,0,16991,24681,4753,0,460,5213,0.825617180705158,0.61801816282247,NA,0.973640479055642,5787,0,0,5787,896,6683,1297,1,"Our Healthier South East London STP",2019-11-01
"RP6","NHS England London","Moorfields Eye Hospital NHS Foundation Trust",0,7740,0,7740,0,7575,0,7575,0,165,0,165,0.978682170542636,NA,0.978682170542636,NA,0,21,0,21,231,252,0,0,"North London Partners In Health & Care (STP)",2019-11-01
"RAT","NHS England London","North East London NHS Foundation Trust",0,0,4563,4563,0,0,4534,4534,0,0,29,29,0.993644532106071,NA,NA,0.993644532106071,0,0,0,0,0,0,0,0,"East London Health & Care Partnership (STP)",2019-11-01
"RAP","NHS England London","North Middlesex University Hospital NHS Trust",9360,435,6561,16356,6427,434,6324,13185,2933,1,237,3171,0.806126192223037,0.686645299145299,0.997701149425287,0.963877457704618,2694,0,0,2694,400,3094,723,0,"South West London Health & Care Partnership (STP)",2019-11-01
"RT3","NHS England London","Royal Brompton & Harefield NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,345,345,0,0,"North West London Health & Care Partnership (STP)",2019-11-01
"RAL","NHS England London","Royal Free London NHS Foundation Trust",21501,0,4091,25592,16065,0,4088,20153,5436,0,3,5439,0.787472647702407,0.747174550020929,NA,0.999266682962601,4264,0,0,4264,1249,5513,1368,35,"North West London Health & Care Partnership (STP)",2019-11-01
"RAN","NHS England London","Royal National Orthopaedic Hospital NHS Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,22,22,0,0,"North West London Health & Care Partnership (STP)",2019-11-01
"RJ7","NHS England London","St George's University Hospitals NHS Foundation Trust",13484,0,1241,14725,10456,0,1241,11697,3028,0,0,3028,0.794363327674024,0.775437555621477,NA,1,4090,0,0,4090,1113,5203,411,9,"South West London Health & Care Partnership (STP)",2019-11-01
"RAS","NHS England London","The Hillingdon Hospitals NHS Foundation Trust",6435,0,7907,14342,3925,0,7784,11709,2510,0,123,2633,0.816413331473992,0.60994560994561,NA,0.984444163399519,1978,0,0,1978,313,2291,932,12,"Our Healthier South East London STP",2019-11-01
"Y03094","NHS England London","The Junction Hc - Unregistered Patients",0,0,3008,3008,0,0,3008,3008,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"South West London Health & Care Partnership (STP)",2019-11-01
"Y03218","NHS England London","The Pinn Unregistered Wic",0,0,4409,4409,0,0,4409,4409,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"South West London Health & Care Partnership (STP)",2019-11-01
"RRV","NHS England London","University College London Hospitals NHS Foundation Trust",12951,0,0,12951,10169,0,0,10169,2782,0,0,2782,0.785190332792835,0.785190332792835,NA,NA,2210,0,0,2210,362,2572,635,16,"North West London Health & Care Partnership (STP)",2019-11-01
"Y02147","NHS England London","Urgent Care Centre (Qms)",0,0,9644,9644,0,0,9462,9462,0,0,182,182,0.981128162588138,NA,NA,0.981128162588138,0,0,0,0,0,0,0,0,"North London Partners In Health & Care (STP)",2019-11-01
"RKE","NHS England London","Whittington Health NHS Trust",9372,0,0,9372,7509,0,0,7509,1863,0,0,1863,0.801216389244558,0.801216389244558,NA,NA,1405,0,0,1405,101,1506,332,8,"North London Partners In Health & Care (STP)",2019-11-01
"NL7","NHS England Midlands","Assura Vertis Urgent Care Centres (Birmingham)",0,0,6263,6263,0,0,6263,6263,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"8J094","NHS England Midlands","Badger Ltd",0,0,2917,2917,0,0,2917,2917,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"M85813","NHS England Midlands","Birmingham Wic",0,0,3556,3556,0,0,3556,3556,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"RQ3","NHS England Midlands","Birmingham Women's And Children's NHS Foundation Trust",5827,0,0,5827,4771,0,0,4771,1056,0,0,1056,0.818774669641325,0.818774669641325,NA,NA,1123,0,0,1123,226,1349,0,0,"Northamptonshire STP",2019-11-01
"RFS","NHS England Midlands","Chesterfield Royal Hospital NHS Foundation Trust",6477,0,1749,8226,4072,0,1749,5821,2405,0,0,2405,0.707634330172623,0.628686120117338,NA,1,2404,0,0,2404,942,3346,583,5,"Leicester, Leicestershire and Rutland STP",2019-11-01
"Y03571","NHS England Midlands","Corby Urgent Care Centre",0,0,7652,7652,0,0,7645,7645,0,0,7,7,0.999085206481966,NA,NA,0.999085206481966,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"RYG","NHS England Midlands","Coventry And Warwickshire Partnership NHS Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,4,4,64,68,0,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"RY8","NHS England Midlands","Derbyshire Community Health Services NHS Foundation Trust",0,0,6658,6658,0,0,6658,6658,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Northamptonshire STP",2019-11-01
"NNJ","NHS England Midlands","Dhu Health Care C.I.C",0,0,1893,1893,0,0,1892,1892,0,0,1,1,0.999471737982039,NA,NA,0.999471737982039,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"Y03007","NHS England Midlands","Erdington GP Health & Wellbeing Wic",0,0,2169,2169,0,0,2169,2169,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"RLT","NHS England Midlands","George Eliot Hospital NHS Trust",7671,0,0,7671,5885,0,0,5885,1786,0,0,1786,0.767175074957633,0.767175074957633,NA,NA,1272,0,0,1272,49,1321,608,0,"Leicester, Leicestershire and Rutland STP",2019-11-01
"RNQ","NHS England Midlands","Kettering General Hospital NHS Foundation Trust",7904,0,0,7904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495,0,0,2495,390,2885,840,0,"Lincolnshire STP",2019-11-01
"C82038","NHS England Midlands","Latham House Medical Practice",0,0,288,288,0,0,288,288,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Lincolnshire STP",2019-11-01
"RY5","NHS England Midlands","Lincolnshire Community Health Services NHS Trust",0,0,10556,10556,0,0,10194,10194,0,0,362,362,0.965706707086017,NA,NA,0.965706707086017,0,0,6,6,1,7,0,0,"Northamptonshire STP",2019-11-01
"NJS05","NHS England Midlands","Loughborough Urgent Care Centre",0,0,4770,4770,0,0,4700,4700,0,0,70,70,0.985324947589098,NA,NA,0.985324947589098,0,0,0,0,0,0,0,0,"Lincolnshire STP",2019-11-01
"NNJ12","NHS England Midlands","Market Harborough",0,0,544,544,0,0,544,544,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Nottingham and Nottinghamshire Health and Care STP",2019-11-01
"C82009","NHS England Midlands","Market Harborough Med.Ctr",0,0,421,421,0,0,421,421,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Shropshire and Telford and Wrekin STP",2019-11-01
"NNJ13","NHS England Midlands","Melton Mowbray",0,0,402,402,0,0,402,402,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Joined Up Care Derbyshire STP",2019-11-01
"RNS","NHS England Midlands","Northampton General Hospital NHS Trust",8861,1057,1621,11539,5901,1053,1612,8566,2960,4,9,2973,0.742352023572233,0.665951924162059,0.996215704824976,0.994447871684146,2479,0,0,2479,1336,3815,705,0,"Joined Up Care Derbyshire STP",2019-11-01
"NR3","NHS England Midlands","Nottingham Citycare Partnership",0,0,5126,5126,0,0,5118,5118,0,0,8,8,0.998439328911432,NA,NA,0.998439328911432,0,0,0,0,0,0,0,0,"Joined Up Care Derbyshire STP",2019-11-01
"RX1","NHS England Midlands","Nottingham University Hospitals NHS Trust",16553,1647,200,18400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3913,0,0,3913,3491,7404,1729,14,"Nottingham and Nottinghamshire Health and Care STP",2019-11-01
"NNJ14","NHS England Midlands","Oadby",0,0,2823,2823,0,0,2823,2823,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Nottingham and Nottinghamshire Health and Care STP",2019-11-01
"NNJ15","NHS England Midlands","Oakham",0,0,391,391,0,0,391,391,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Shropshire and Telford and Wrekin STP",2019-11-01
"C82010","NHS England Midlands","Oakham Medical Practice",0,0,322,322,0,0,322,322,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Joined Up Care Derbyshire STP",2019-11-01
"RXK","NHS England Midlands","Sandwell And West Birmingham Hospitals NHS Trust",14038,983,2847,17868,8905,917,2837,12659,5133,66,10,5209,0.708473248265055,0.634349622453341,0.932858596134283,0.996487530734106,3249,32,0,3281,695,3976,843,1,"Staffordshire and Stoke On Trent STP",2019-11-01
"RK5","NHS England Midlands","Sherwood Forest Hospitals NHS Foundation Trust",9232,0,4325,13557,7773,0,4196,11969,1459,0,129,1588,0.882864940621081,0.84196273830156,NA,0.970173410404624,3456,0,11,3467,462,3929,281,17,"Shropshire and Telford and Wrekin STP",2019-11-01
"RXW","NHS England Midlands","Shrewsbury And Telford Hospital NHS Trust",9920,0,2109,12029,5840,0,2055,7895,4080,0,54,4134,0.656330534541525,0.588709677419355,NA,0.974395448079659,3003,0,48,3051,3065,6116,1406,61,"Birmingham and Solihull STP",2019-11-01
"R1D","NHS England Midlands","Shropshire Community Health NHS Trust",0,0,2306,2306,0,0,2304,2304,0,0,2,2,0.999132697311362,NA,NA,0.999132697311362,0,0,0,0,14,14,0,0,"Herefordshire and Worcestershire STP",2019-11-01
